   benchmark-T 	            sb 	            bb 	           lrp 	
  linkedlist-8 	 1.27112751169 	 1.24321988999 	 1.03668735136 	
     hashmap-8 	 1.78874531772 	 1.59028029333 	 1.06387529884 	
      bstree-8 	   1.851283664 	 1.70363394447 	 1.10024231181 	
    skiplist-8 	 1.48757466357 	 1.63754247399 	 1.09376310257 	
     lfqueue-8 	 1.50770230934 	 1.41608189526 	 1.09319557788 	
