   benchmark-T 	            sb 	            bb 	           lrp 	
  linkedlist-8 	 1.26803233306 	 1.24161447567 	   1.059897416 	
     hashmap-8 	 1.78209823262 	 1.58304400312 	  1.0654988117 	
      bstree-8 	 1.85064379251 	 1.61603455645 	 1.10990799408 	
    skiplist-8 	 1.57133730941 	 1.60376999243 	 1.04493001239 	
     lfqueue-8 	 1.50621336098 	 1.42017326819 	   1.092673034 	
